seller_id,seller_zip_code_prefix,seller_city,seller_state,Total_orders,Total_order_items,Total_items_price,Total_freight_value,Avg_Orders,Total_order_Value,cancelled_orders,Total_customer_ordered,No_Repeat_Customers,Total_Unique_Category_Sold,cancelled_order_%,Repeat_customer_rate_%,Avg_review_score
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,1,1,35.0,10.96,32.31308562197092,45.96,,1,,1,,,1.0
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,2,2,289.8,37.3,32.31308562197092,327.1,,2,2.0,1,,100.0,5.0
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,324,340,9771.43,5197.0,32.31308562197092,14968.43,1.0,323,323.0,2,0.308641975308642,100.0,3.902077151335312
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,4,4,1011.52,74.31,32.31308562197092,1085.83,,4,4.0,1,,100.0,4.5
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,338,361,34725.43,6855.65,32.31308562197092,41581.08,1.0,336,336.0,3,0.2958579881656805,100.0,4.421052631578948
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,8,9,1256.0,140.94,32.31308562197092,1396.94,,8,8.0,3,,100.0,4.777777777777778
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,2,2,84.0,21.64,32.31308562197092,105.64,,2,2.0,1,,100.0,4.5
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,103,131,4752.51,2239.71,32.31308562197092,6992.22,1.0,101,101.0,3,0.970873786407767,100.0,3.285714285714286
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,134,145,7094.09,2071.21,32.31308562197092,9165.3,,133,133.0,3,,100.0,4.222222222222222
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,2,3,1692.0,505.6,32.31308562197092,2197.6,,2,2.0,1,,100.0,3.666666666666667
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,1,1,152.42,48.12,32.31308562197092,200.54,,1,,1,,,5.0
3296662b1331dea51e744505065ae889,15805,catanduva,SP,1,1,517.8,27.71,32.31308562197092,545.51,,1,,1,,,5.0
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,21,30,1804.01,378.71,32.31308562197092,2182.72,,21,21.0,3,,100.0,4.25925925925926
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,17,17,11702.1,326.69,32.31308562197092,12028.79,,17,17.0,2,,100.0,4.294117647058823
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,82,89,9177.9,2875.98,32.31308562197092,12053.88,,82,82.0,2,,100.0,4.144444444444445
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,40,42,2148.49,846.93,32.31308562197092,2995.42,,40,40.0,2,,100.0,3.952380952380953
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,60,60,19242.9,910.14,32.31308562197092,20153.04,,59,59.0,2,,100.0,4.2
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,162,186,13248.87,3372.59,32.31308562197092,16621.46,1.0,162,162.0,3,0.6172839506172839,100.0,4.101604278074866
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,13,15,2470.9,229.02,32.31308562197092,2699.92,,13,13.0,1,,100.0,4.666666666666667
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,1,1,119.9,13.94,32.31308562197092,133.84,,1,,1,,,5.0
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,50,50,17159.0,999.23,32.31308562197092,18158.23,,50,50.0,2,,100.0,3.918367346938775
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,10,10,2943.51,239.92,32.31308562197092,3183.43,,10,10.0,2,,100.0,3.9
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,1,1,99.9,16.14,32.31308562197092,116.04,,1,,1,,,5.0
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1,1,189.9,14.91,32.31308562197092,204.81,,1,,1,,,5.0
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,17,17,399.0,264.72,32.31308562197092,663.72,,17,17.0,2,,100.0,3.176470588235294
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,5,5,579.5,94.83,32.31308562197092,674.33,,5,5.0,1,,100.0,3.8
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,17,18,1118.6,301.6,32.31308562197092,1420.2,,17,17.0,3,,100.0,3.944444444444445
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,11,12,1146.88,215.04,32.31308562197092,1361.92,,11,11.0,1,,100.0,4.916666666666667
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,60,80,5151.9,1226.96,32.31308562197092,6378.86,,60,60.0,3,,100.0,4.525
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,4,4,749.6,94.33,32.31308562197092,843.9300000000001,,4,4.0,1,,100.0,4.75
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,33,47,3522.0,798.64,32.31308562197092,4320.64,,32,32.0,3,,100.0,3.808510638297872
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,2,2,1218.9,43.82000000000001,32.31308562197092,1262.72,,2,2.0,1,,100.0,4.5
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,11,12,7401.94,321.93,32.31308562197092,7723.87,,11,11.0,3,,100.0,4.25
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,1,1,239.9,77.47,32.31308562197092,317.37,,1,,1,,,5.0
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,2,2,159.8,21.52,32.31308562197092,181.32,,2,2.0,1,,100.0,4.5
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,1,1,19.9,15.23,32.31308562197092,35.13,,1,,1,,,5.0
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,82,95,4190.72,1857.4,32.31308562197092,6048.12,,82,82.0,3,,100.0,4.34375
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,6,7,349.9,88.72,32.31308562197092,438.62,1.0,6,6.0,1,16.66666666666667,100.0,3.714285714285714
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,6,6,6080.0,324.34,32.31308562197092,6404.34,,6,6.0,1,,100.0,4.833333333333333
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,1,1,21.6,15.1,32.31308562197092,36.7,,1,,1,,,4.0
62760d278921b5f352461620d68a9cee,13320,salto,SP,3,3,397.0,53.1,32.31308562197092,450.1,,3,3.0,1,,100.0,3.666666666666667
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,8,8,1063.92,117.71,32.31308562197092,1181.63,,8,8.0,3,,100.0,4.625
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,7,7,569.7,132.36,32.31308562197092,702.0600000000001,,7,7.0,1,,100.0,4.428571428571429
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,42,43,2323.3,704.24,32.31308562197092,3027.54,,42,42.0,1,,100.0,4.302325581395348
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,2,2,596.26,57.49,32.31308562197092,653.75,,2,2.0,1,,100.0,1.5
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,2,2,52.0,36.56,32.31308562197092,88.56,,2,2.0,1,,100.0,5.0
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,182,220,17348.79,4107.04,32.31308562197092,21455.83,,180,180.0,3,,100.0,4.040909090909091
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,272,281,55350.55,6083.33,32.31308562197092,61433.88,,268,268.0,2,,100.0,4.301418439716312
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,1,1,269.9,43.71,32.31308562197092,313.61,,1,,1,,,5.0
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,3,3,608.6,141.93,32.31308562197092,750.53,,3,3.0,1,,100.0,3.333333333333333
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,19,22,1878.58,372.12,32.31308562197092,2250.7,,19,19.0,1,,100.0,4.136363636363637
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,144,153,18729.64,3172.29,32.31308562197092,21901.93,,144,144.0,3,,100.0,3.756578947368421
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,1,1,179.9,8.52,32.31308562197092,188.42,,1,,1,,,5.0
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,10,10,293.2,141.08,32.31308562197092,434.28,,10,10.0,1,,100.0,3.5
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,1,1,185.0,51.79,32.31308562197092,236.79,,1,,1,,,1.0
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,3,3,228.4,48.92,32.31308562197092,277.32,,3,3.0,2,,100.0,5.0
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,4,4,173.99,31.73,32.31308562197092,205.72,,4,4.0,2,,100.0,4.0
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,93,98,9731.85,1342.79,32.31308562197092,11074.64,1.0,93,93.0,2,1.075268817204301,100.0,4.336734693877551
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,36,36,4088.0,1100.33,32.31308562197092,5188.33,,36,36.0,2,,100.0,3.722222222222222
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,3,3,452.88,80.98,32.31308562197092,533.86,,3,3.0,1,,100.0,4.0
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,21,24,8295.13,629.8199999999999,32.31308562197092,8924.949999999999,1.0,21,21.0,3,4.761904761904762,100.0,3.64
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,17,20,5193.83,715.3199999999999,32.31308562197092,5909.15,,17,17.0,3,,100.0,2.95
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,6,6,1449.4,115.32,32.31308562197092,1564.72,,6,6.0,1,,100.0,5.0
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,10,11,1349.1,294.98,32.31308562197092,1644.08,,10,10.0,2,,100.0,4.272727272727272
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,8,8,801.89,111.82,32.31308562197092,913.71,,8,8.0,3,,100.0,4.25
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,19,19,389.72,183.68,32.31308562197092,573.4,,19,19.0,1,,100.0,4.105263157894737
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,42,80,10930.02,1485.9,32.31308562197092,12415.92,1.0,42,42.0,2,2.380952380952381,100.0,3.31764705882353
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,3,9,302.1,115.82,32.31308562197092,417.92,,3,3.0,1,,100.0,3.222222222222222
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,1,1,8.0,14.52,32.31308562197092,22.52,,1,,1,,,1.0
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,32,40,12759.45,610.31,32.31308562197092,13369.76,,32,32.0,2,,100.0,3.725
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,22,23,3446.9,602.46,32.31308562197092,4049.36,,22,22.0,1,,100.0,4.625
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,4,11,2969.7,482.93,32.31308562197092,3452.63,,4,4.0,3,,100.0,3.181818181818182
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,3,3,253.7,48.36,32.31308562197092,302.06,,3,3.0,2,,100.0,2.666666666666667
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,4,4,368.6,65.02,32.31308562197092,433.62,1.0,4,4.0,1,25.0,100.0,3.5
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,5,9,716.9,210.15,32.31308562197092,927.05,,5,5.0,1,,100.0,4.777777777777778
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,1,1,25.99,37.09,32.31308562197092,63.08,,1,,1,,,5.0
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,1,1,69.9,9.62,32.31308562197092,79.52000000000001,1.0,1,,1,100.0,,1.0
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,4,4,119.7,69.97999999999999,32.31308562197092,189.68,,4,4.0,1,,100.0,4.0
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,2,2,158.88,42.39,32.31308562197092,201.27,,2,2.0,1,,100.0,5.0
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,5,5,519.99,86.97,32.31308562197092,606.96,,5,5.0,1,,100.0,3.6
b18dc380845b24038cfc48006478f099,9951,diadema,SP,44,54,8353.3,895.63,32.31308562197092,9248.929999999998,,44,44.0,2,,100.0,3.924528301886792
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,8,8,439.94,134.9,32.31308562197092,574.84,,8,8.0,1,,100.0,4.0
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,1,1,89.9,33.08,32.31308562197092,122.98,,1,,1,,,4.0
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,28,31,1649.01,438.12,32.31308562197092,2087.13,,28,28.0,3,,100.0,4.3
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,48,48,4819.76,570.0,32.31308562197092,5389.76,,47,47.0,1,,100.0,4.291666666666667
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,11,11,1521.21,277.66,32.31308562197092,1798.87,,11,11.0,1,,100.0,4.4
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,5,5,4398.5,135.37,32.31308562197092,4533.87,,5,5.0,1,,100.0,4.2
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,2,8,706.4000000000001,212.0,32.31308562197092,918.4000000000001,,2,2.0,2,,100.0,4.75
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,2,2,677.0,34.25,32.31308562197092,711.25,,2,2.0,2,,100.0,4.333333333333333
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,1,1,12.5,7.39,32.31308562197092,19.89,,1,,1,,,1.0
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,30,30,3883.05,580.83,32.31308562197092,4463.88,,30,30.0,1,,100.0,4.833333333333333
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,8,8,634.2,144.43,32.31308562197092,778.6300000000001,,8,8.0,1,,100.0,4.625
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,29,29,6241.0,651.73,32.31308562197092,6892.73,1.0,29,29.0,1,3.448275862068965,100.0,3.827586206896552
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,6,6,335.0,91.76,32.31308562197092,426.76,,6,6.0,1,,100.0,5.0
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,26,30,860.8199999999999,367.8,32.31308562197092,1228.62,,24,24.0,1,,100.0,3.933333333333333
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,2,2,247.99,41.81,32.31308562197092,289.8,,2,2.0,1,,100.0,4.0
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,2,3,244.9,31.21,32.31308562197092,276.11,2.0,2,2.0,1,100.0,100.0,2.333333333333333
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,7,7,1165.5,101.98,32.31308562197092,1267.48,,7,7.0,1,,100.0,4.857142857142857
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,121,148,15744.0,2362.57,32.31308562197092,18106.57,,118,118.0,1,,100.0,3.643835616438356
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,1,1,125.9,11.49,32.31308562197092,137.39,,1,,1,,,4.0
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,1,1,146.99,21.3,32.31308562197092,168.29,,1,,1,,,1.0
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,27,31,1866.76,436.67,32.31308562197092,2303.43,,27,27.0,3,,100.0,4.266666666666667
